Date,Investment,Adj Close,Units Purchased
2014-10-20,30000.0,26429.849609375,1.13508023857081
2014-10-21,0.0,28067.560546875,0.0
2014-10-22,0.0,28067.560546875,0.0
2014-10-23,0.0,28067.560546875,0.0
2014-10-24,0.0,28067.560546875,0.0
2014-10-25,0.0,28067.560546875,0.0
2014-10-26,0.0,28067.560546875,0.0
2014-10-27,0.0,28067.560546875,0.0
2014-10-28,0.0,28067.560546875,0.0
2014-10-29,0.0,28067.560546875,0.0
2014-10-30,0.0,28067.560546875,0.0
2014-10-31,0.0,28067.560546875,0.0
2014-11-01,0.0,28067.560546875,0.0
2014-11-02,0.0,28067.560546875,0.0
2014-11-03,0.0,28067.560546875,0.0
2014-11-04,0.0,28067.560546875,0.0
2014-11-05,0.0,28067.560546875,0.0
2014-11-06,0.0,28067.560546875,0.0
2014-11-07,0.0,28067.560546875,0.0
2014-11-08,0.0,28067.560546875,0.0
2014-11-09,0.0,28067.560546875,0.0
2014-11-10,0.0,28067.560546875,0.0
2014-11-11,0.0,28067.560546875,0.0
2014-11-12,0.0,28067.560546875,0.0
2014-11-13,0.0,28067.560546875,0.0
2014-11-14,0.0,28067.560546875,0.0
2014-11-15,0.0,28067.560546875,0.0
2014-11-16,0.0,28067.560546875,0.0
2014-11-17,0.0,28067.560546875,0.0
2014-11-18,0.0,28067.560546875,0.0
2014-11-19,0.0,28067.560546875,0.0
2014-11-20,30000.0,28067.560546875,1.0688495692348352
2014-11-21,0.0,27701.7890625,0.0
2014-11-22,0.0,27701.7890625,0.0
2014-11-23,0.0,27701.7890625,0.0
2014-11-24,0.0,27701.7890625,0.0
2014-11-25,0.0,27701.7890625,0.0
2014-11-26,0.0,27701.7890625,0.0
2014-11-27,0.0,27701.7890625,0.0
2014-11-28,0.0,27701.7890625,0.0
2014-11-29,0.0,27701.7890625,0.0
2014-11-30,0.0,27701.7890625,0.0
2014-12-01,0.0,27701.7890625,0.0
2014-12-02,0.0,27701.7890625,0.0
2014-12-03,0.0,27701.7890625,0.0
2014-12-04,0.0,27701.7890625,0.0
2014-12-05,0.0,27701.7890625,0.0
2014-12-06,0.0,27701.7890625,0.0
2014-12-07,0.0,27701.7890625,0.0
2014-12-08,0.0,27701.7890625,0.0
2014-12-09,0.0,27701.7890625,0.0
2014-12-10,0.0,27701.7890625,0.0
2014-12-11,0.0,27701.7890625,0.0
2014-12-12,0.0,27701.7890625,0.0
2014-12-13,0.0,27701.7890625,0.0
2014-12-14,0.0,27701.7890625,0.0
2014-12-15,0.0,27701.7890625,0.0
2014-12-16,0.0,27701.7890625,0.0
2014-12-17,0.0,27701.7890625,0.0
2014-12-18,0.0,27701.7890625,0.0
2014-12-19,0.0,27701.7890625,0.0
2014-12-20,0.0,27701.7890625,0.0
2014-12-21,0.0,27701.7890625,0.0
2014-12-22,30000.0,27701.7890625,1.0829625455711485
2014-12-23,0.0,28784.669921875,0.0
2014-12-24,0.0,28784.669921875,0.0
2014-12-25,0.0,28784.669921875,0.0
2014-12-26,0.0,28784.669921875,0.0
2014-12-27,0.0,28784.669921875,0.0
2014-12-28,0.0,28784.669921875,0.0
2014-12-29,0.0,28784.669921875,0.0
2014-12-30,0.0,28784.669921875,0.0
2014-12-31,0.0,28784.669921875,0.0
2015-01-01,0.0,28784.669921875,0.0
2015-01-02,0.0,28784.669921875,0.0
2015-01-03,0.0,28784.669921875,0.0
2015-01-04,0.0,28784.669921875,0.0
2015-01-05,0.0,28784.669921875,0.0
2015-01-06,0.0,28784.669921875,0.0
2015-01-07,0.0,28784.669921875,0.0
2015-01-08,0.0,28784.669921875,0.0
2015-01-09,0.0,28784.669921875,0.0
2015-01-10,0.0,28784.669921875,0.0
2015-01-11,0.0,28784.669921875,0.0
2015-01-12,0.0,28784.669921875,0.0
2015-01-13,0.0,28784.669921875,0.0
2015-01-14,0.0,28784.669921875,0.0
2015-01-15,0.0,28784.669921875,0.0
2015-01-16,0.0,28784.669921875,0.0
2015-01-17,0.0,28784.669921875,0.0
2015-01-18,0.0,28784.669921875,0.0
2015-01-19,0.0,28784.669921875,0.0
2015-01-20,30000.0,28784.669921875,1.0422214352786934
2015-01-21,0.0,29231.41015625,0.0
2015-01-22,0.0,29231.41015625,0.0
2015-01-23,0.0,29231.41015625,0.0
2015-01-24,0.0,29231.41015625,0.0
2015-01-25,0.0,29231.41015625,0.0
2015-01-26,0.0,29231.41015625,0.0
2015-01-27,0.0,29231.41015625,0.0
2015-01-28,0.0,29231.41015625,0.0
2015-01-29,0.0,29231.41015625,0.0
2015-01-30,0.0,29231.41015625,0.0
2015-01-31,0.0,29231.41015625,0.0
2015-02-01,0.0,29231.41015625,0.0
2015-02-02,0.0,29231.41015625,0.0
2015-02-03,0.0,29231.41015625,0.0
2015-02-04,0.0,29231.41015625,0.0
2015-02-05,0.0,29231.41015625,0.0
2015-02-06,0.0,29231.41015625,0.0
2015-02-07,0.0,29231.41015625,0.0
2015-02-08,0.0,29231.41015625,0.0
2015-02-09,0.0,29231.41015625,0.0
2015-02-10,0.0,29231.41015625,0.0
2015-02-11,0.0,29231.41015625,0.0
2015-02-12,0.0,29231.41015625,0.0
2015-02-13,0.0,29231.41015625,0.0
2015-02-14,0.0,29231.41015625,0.0
2015-02-15,0.0,29231.41015625,0.0
2015-02-16,0.0,29231.41015625,0.0
2015-02-17,0.0,29231.41015625,0.0
2015-02-18,0.0,29231.41015625,0.0
2015-02-19,0.0,29231.41015625,0.0
2015-02-20,30000.0,29231.41015625,1.0262932865585914
2015-02-21,0.0,28261.080078125,0.0
2015-02-22,0.0,28261.080078125,0.0
2015-02-23,0.0,28261.080078125,0.0
2015-02-24,0.0,28261.080078125,0.0
2015-02-25,0.0,28261.080078125,0.0
2015-02-26,0.0,28261.080078125,0.0
2015-02-27,0.0,28261.080078125,0.0
2015-02-28,0.0,28261.080078125,0.0
2015-03-01,0.0,28261.080078125,0.0
2015-03-02,0.0,28261.080078125,0.0
2015-03-03,0.0,28261.080078125,0.0
2015-03-04,0.0,28261.080078125,0.0
2015-03-05,0.0,28261.080078125,0.0
2015-03-06,0.0,28261.080078125,0.0
2015-03-07,0.0,28261.080078125,0.0
2015-03-08,0.0,28261.080078125,0.0
2015-03-09,0.0,28261.080078125,0.0
2015-03-10,0.0,28261.080078125,0.0
2015-03-11,0.0,28261.080078125,0.0
2015-03-12,0.0,28261.080078125,0.0
2015-03-13,0.0,28261.080078125,0.0
2015-03-14,0.0,28261.080078125,0.0
2015-03-15,0.0,28261.080078125,0.0
2015-03-16,0.0,28261.080078125,0.0
2015-03-17,0.0,28261.080078125,0.0
2015-03-18,0.0,28261.080078125,0.0
2015-03-19,0.0,28261.080078125,0.0
2015-03-20,30000.0,28261.080078125,1.0615305542841225
2015-03-21,0.0,27886.2109375,0.0
2015-03-22,0.0,27886.2109375,0.0
2015-03-23,0.0,27886.2109375,0.0
2015-03-24,0.0,27886.2109375,0.0
2015-03-25,0.0,27886.2109375,0.0
2015-03-26,0.0,27886.2109375,0.0
2015-03-27,0.0,27886.2109375,0.0
2015-03-28,0.0,27886.2109375,0.0
2015-03-29,0.0,27886.2109375,0.0
2015-03-30,0.0,27886.2109375,0.0
2015-03-31,0.0,27886.2109375,0.0
2015-04-01,0.0,27886.2109375,0.0
2015-04-02,0.0,27886.2109375,0.0
2015-04-03,0.0,27886.2109375,0.0
2015-04-04,0.0,27886.2109375,0.0
2015-04-05,0.0,27886.2109375,0.0
2015-04-06,0.0,27886.2109375,0.0
2015-04-07,0.0,27886.2109375,0.0
2015-04-08,0.0,27886.2109375,0.0
2015-04-09,0.0,27886.2109375,0.0
2015-04-10,0.0,27886.2109375,0.0
2015-04-11,0.0,27886.2109375,0.0
2015-04-12,0.0,27886.2109375,0.0
2015-04-13,0.0,27886.2109375,0.0
2015-04-14,0.0,27886.2109375,0.0
2015-04-15,0.0,27886.2109375,0.0
2015-04-16,0.0,27886.2109375,0.0
2015-04-17,0.0,27886.2109375,0.0
2015-04-18,0.0,27886.2109375,0.0
2015-04-19,0.0,27886.2109375,0.0
2015-04-20,30000.0,27886.2109375,1.0758005118457123
2015-04-21,0.0,27837.2109375,0.0
2015-04-22,0.0,27837.2109375,0.0
2015-04-23,0.0,27837.2109375,0.0
2015-04-24,0.0,27837.2109375,0.0
2015-04-25,0.0,27837.2109375,0.0
2015-04-26,0.0,27837.2109375,0.0
2015-04-27,0.0,27837.2109375,0.0
2015-04-28,0.0,27837.2109375,0.0
2015-04-29,0.0,27837.2109375,0.0
