Date,Investment,Adj Close,Units Purchased
2014-10-07,30000,26271.970703125,1.1419013951789905
2014-11-03,30000,27860.380859375,1.0767979142648734
2014-12-02,30000,28444.009765625,1.054703617640275
2015-01-02,30000,27887.900390625,1.0757353396917977
2015-02-02,30000,29122.26953125,1.0301394940325013
2015-03-02,30000,29459.140625,1.0183596453774693
2015-04-06,30000,28504.4609375,1.052466842498063
2015-05-04,30000,27490.58984375,1.0912825141443998
2015-06-02,30000,27188.380859375,1.103412525930374
2015-07-02,30000,27945.80078125,1.0735065434277427
2015-08-03,30000,28187.060546875,1.064318145203899
2015-09-02,30000,25453.560546875,1.1786170325661247
2015-10-05,30000,26785.55078125,1.120006836708399
2015-11-02,30000,26559.150390625,1.1295542048133276
2015-12-02,30000,26117.849609375,1.1486397405868936
2016-01-04,30000,25623.349609375,1.1708071137203577
2016-02-02,30000,24539.0,1.2225437059374873
2016-03-02,30000,24242.98046875,1.237471607035735
2016-04-04,30000,25399.650390625,1.1811186192969407
2016-05-02,30000,25436.970703125,1.1793857197120732
2016-06-02,30000,26843.140625,1.1176039502642958
2016-07-04,30000,27278.759765625,1.0997567432594255
2016-08-02,30000,27981.7109375,1.0721288654224201
2016-09-02,30000,28532.109375,1.051446971750577
2016-10-03,30000,28243.2890625,1.062199233722834
2016-11-02,30000,27527.220703125,1.0898303291692024
2016-12-02,30000,26230.66015625,1.1436997704707739
2017-01-02,30000,26595.44921875,1.1280125315142173
2017-02-02,30000,28226.609375,1.0628269092273857
2017-03-02,30000,28839.7890625,1.040229522309808
2017-04-03,30000,29910.220703125,1.0030016260249668
2017-05-02,30000,29921.1796875,1.0026342648693403
2017-06-02,30000,31273.2890625,0.9592850927846023
2017-07-03,30000,31221.619140625,0.9608726525321215
2017-08-02,30000,32476.740234375,0.9237380286167546
2017-09-04,30000,31702.25,0.9463050729837788
2017-10-03,30000,31497.380859375,0.9524601468909338
2017-11-02,30000,33573.21875,0.8935693721651279
2017-12-04,30000,32869.71875,0.9126941495354292
2018-01-02,30000,33812.26171875,0.8872520936203455
2018-02-02,30000,35066.75,0.8555112749256775
2018-03-05,30000,33746.78125,0.8889736706371071
2018-04-02,30000,33255.359375,0.9021102331720028
2018-05-02,30000,35176.421875,0.8528439904037284
2018-06-04,30000,35011.890625,0.8568517570593205
2018-07-02,30000,35264.41015625,0.8507160581185285
2018-08-02,30000,37165.16015625,0.8072076071749404
2018-09-03,30000,38312.51953125,0.783033858567568
2018-10-03,30000,35975.62890625,0.8338978611931406
2018-11-02,30000,35011.6484375,0.8568576841948361
2018-12-03,30000,36241.0,0.8277917276013355
2019-01-02,30000,35891.51953125,0.8358520450458952
2019-02-04,30000,36582.73828125,0.8200588968862428
2019-03-05,30000,36442.5390625,0.8232137708228601
2019-04-02,30000,39056.6484375,0.7681150636365327
2019-05-02,30000,38981.4296875,0.7695972220746938
2019-06-03,30000,40267.62109375,0.7450154537352679
2019-07-02,30000,39816.48046875,0.7534568512037503
2019-08-02,30000,37118.21875,0.8082284390330557
2019-09-03,30000,36562.91015625,0.8205036161453317
2019-10-03,30000,38106.87109375,0.7872595975196812
2019-11-04,30000,40301.9609375,0.7443806530040509
2019-12-02,30000,40802.171875,0.7352549783846525
2020-01-02,30000,41626.640625,0.7206923150551499
2020-02-03,30000,39872.30859375,0.7524018813573917
2020-03-02,30000,38144.01953125,0.7864928858748643
2020-04-03,30000,27590.94921875,1.087313080900199
2020-05-04,30000,31715.349609375,0.945914214079231
2020-06-02,30000,33825.53125,0.8869040305168895
2020-07-02,30000,35843.69921875,0.83696718402064
2020-08-03,30000,36939.6015625,0.8121365345330395
2020-09-02,30000,39086.03125,0.7675376353284781
2020-10-05,30000,38973.69921875,0.7697498723848926
2020-11-02,30000,39757.578125,0.7545731257995233
2020-12-02,30000,44618.0390625,0.6723737893988716
2021-01-04,30000,48176.80078125,0.6227063547913241
2021-02-02,30000,49797.71875,0.6024372351394108
2021-03-02,30000,50296.890625,0.5964583421999559
2021-04-05,30000,49159.3203125,0.6102606750722658
2021-05-03,30000,48718.51953125,0.6157822587518655
2021-06-02,30000,51849.48046875,0.5785978900614286
2021-07-02,30000,52484.671875,0.5715954568878592
2021-08-02,30000,52950.62890625,0.5665655086574234
2021-09-02,30000,57852.5390625,0.5185597812325923
2021-10-04,30000,59299.3203125,0.5059079908825894
2021-11-02,30000,60029.05859375,0.4997579622733495
2021-12-02,30000,58461.2890625,0.5131600838963283
2022-01-03,30000,59183.21875,0.5069004463364034
2022-02-02,30000,59558.328125,0.5037078934962129
2022-03-02,30000,55468.8984375,0.5408436230945297
2022-04-04,30000,60611.73828125,0.4949536319317273
2022-05-02,30000,56975.98828125,0.5265375977668224
2022-06-02,30000,55818.109375,0.5374599809257692
2022-07-04,30000,53234.76953125,0.5635414648012955
2022-08-02,30000,58136.359375,0.5160281848144194
2022-09-02,30000,58803.328125,0.5101752053255915
2022-10-03,30000,56788.80859375,0.5282731006845195
2022-11-02,30000,60906.08984375,0.49256158254392535
2022-12-02,30000,62868.5,0.47718650834678733
2023-01-02,30000,61167.7890625,0.4904542155242298
2023-02-02,30000,59932.23828125,0.5005653194398648
2023-03-02,30000,58909.3515625,0.5092570059640096
2023-04-03,30000,59106.44140625,0.5075588935189685
2023-05-02,30000,61354.7109375,0.48896000880128015
2023-06-02,30000,62547.109375,0.4796384725013521
2023-07-03,30000,65205.05078125,0.4600870582962054
2023-08-02,30000,65782.78125,0.4560463913191569
2023-09-04,30000,65628.140625,0.4571209806387837
2023-10-03,30000,65512.1015625,0.4579306614271767
2023-11-02,30000,64080.8984375,0.46815823016682406
2023-12-04,30000,68865.1171875,0.43563419660375496
2024-01-02,30000,71892.4765625,0.4172898394162202
2024-02-02,30000,72085.6328125,0.41617169510091134
2024-03-04,30000,73872.2890625,0.4061062731468678
2024-04-02,30000,73903.90625,0.4059325348583993
2024-05-02,30000,74611.109375,0.4020848939427796
2024-06-03,30000,76468.78125,0.3923169626820749
2024-07-02,30000,79441.453125,0.37763659676259226
2024-08-02,30000,80981.953125,0.3704529076212003
2024-09-02,30000,82559.84375,0.3633727807291302
