Date,Investment,Adj Close,Units Purchased
2014-10-27,30000,26752.900390625,1.1213737412378988
2014-11-26,30000,28386.189453125,1.0568519613927025
2014-12-30,30000,27403.5390625,1.094749110017439
2015-01-27,30000,29571.0390625,1.0145061164943636
2015-02-26,30000,28746.650390625,1.0435998487595533
2015-03-26,30000,27457.580078125,1.0925944644298973
2015-04-27,30000,27176.990234375,1.103874996505474
2015-05-26,30000,27531.41015625,1.089664489749705
2015-06-26,30000,27811.83984375,1.0786772888289062
2015-07-27,30000,27561.380859375,1.0884795704927646
2015-08-26,30000,25714.66015625,1.1666496783434426
2015-09-28,30000,25616.83984375,1.1711046398769365
2015-10-26,30000,27361.9609375,1.0964126463204078
2015-11-26,30000,25958.630859375,1.1556849882614457
2015-12-28,30000,26034.130859375,1.152333456493973
2016-01-27,30000,24492.390625,1.2248702243617757
2016-02-26,30000,23154.30078125,1.2956556228332985
2016-03-28,30000,24966.400390625,1.201614951719878
2016-04-26,30000,26007.30078125,1.1535222456314476
2016-05-26,30000,26366.6796875,1.137799690957011
2016-06-27,30000,26402.9609375,1.136236199834358
2016-07-26,30000,27976.51953125,1.0723278128464033
2016-08-26,30000,27782.25,1.0798261479901736
2016-09-26,30000,28294.279296875,1.060285002675908
2016-10-26,30000,27836.509765625,1.0777213182468253
2016-11-28,30000,26350.169921875,1.1385125822317768
2016-12-26,30000,25807.099609375,1.1624708105168795
2017-01-27,30000,27882.4609375,1.0759451996452742
2017-02-27,30000,28812.880859375,1.0412009873784884
2017-03-27,30000,29237.150390625,1.026091790724571
2017-04-26,30000,30133.349609375,0.9955746834950764
2017-05-26,30000,31028.2109375,0.9668620617678821
2017-06-27,30000,30958.25,0.9690470230067914
2017-07-26,30000,32382.4609375,0.9264274280420415
2017-08-28,30000,31750.8203125,0.9448574778456758
2017-09-26,30000,31599.759765625,0.9493743060868058
2017-10-26,30000,33147.12890625,0.9050557616875048
2017-11-27,30000,33724.44140625,0.8895625471928568
2017-12-26,30000,34010.609375,0.8820776972626648
2018-01-29,30000,36283.25,0.8268278062191231
2018-02-26,30000,34445.75,0.8709347306997235
2018-03-26,30000,33066.41015625,0.9072651025085525
2018-04-26,30000,34713.6015625,0.8642145628705967
2018-05-28,30000,35165.48046875,0.8531093447353767
2018-06-26,30000,35490.0390625,0.8453076072181345
2018-07-26,30000,36984.640625,0.8111475329497
2018-08-27,30000,38694.109375,0.7753118106236293
2018-09-26,30000,36542.26953125,0.8209670714169731
2018-10-26,30000,33349.30859375,0.8995688745889714
