Date,Investment,Adj Close,Units Purchased
2014-10-09,30000.0,26637.279296875,1.1262411474402907
2014-10-10,0.0,27874.73046875,0.0
2014-10-11,0.0,27874.73046875,0.0
2014-10-12,0.0,27874.73046875,0.0
2014-10-13,0.0,27874.73046875,0.0
2014-10-14,0.0,27874.73046875,0.0
2014-10-15,0.0,27874.73046875,0.0
2014-10-16,0.0,27874.73046875,0.0
2014-10-17,0.0,27874.73046875,0.0
2014-10-18,0.0,27874.73046875,0.0
2014-10-19,0.0,27874.73046875,0.0
2014-10-20,0.0,27874.73046875,0.0
2014-10-21,0.0,27874.73046875,0.0
2014-10-22,0.0,27874.73046875,0.0
2014-10-23,0.0,27874.73046875,0.0
2014-10-24,0.0,27874.73046875,0.0
2014-10-25,0.0,27874.73046875,0.0
2014-10-26,0.0,27874.73046875,0.0
2014-10-27,0.0,27874.73046875,0.0
2014-10-28,0.0,27874.73046875,0.0
2014-10-29,0.0,27874.73046875,0.0
2014-10-30,0.0,27874.73046875,0.0
2014-10-31,0.0,27874.73046875,0.0
2014-11-01,0.0,27874.73046875,0.0
2014-11-02,0.0,27874.73046875,0.0
2014-11-03,0.0,27874.73046875,0.0
2014-11-04,0.0,27874.73046875,0.0
2014-11-05,0.0,27874.73046875,0.0
2014-11-06,0.0,27874.73046875,0.0
2014-11-07,0.0,27874.73046875,0.0
2014-11-08,0.0,27874.73046875,0.0
2014-11-09,0.0,27874.73046875,0.0
2014-11-10,30000.0,27874.73046875,1.0762435903598284
2014-11-11,0.0,27797.009765625,0.0
2014-11-12,0.0,27797.009765625,0.0
2014-11-13,0.0,27797.009765625,0.0
2014-11-14,0.0,27797.009765625,0.0
2014-11-15,0.0,27797.009765625,0.0
2014-11-16,0.0,27797.009765625,0.0
2014-11-17,0.0,27797.009765625,0.0
2014-11-18,0.0,27797.009765625,0.0
2014-11-19,0.0,27797.009765625,0.0
2014-11-20,0.0,27797.009765625,0.0
2014-11-21,0.0,27797.009765625,0.0
2014-11-22,0.0,27797.009765625,0.0
2014-11-23,0.0,27797.009765625,0.0
2014-11-24,0.0,27797.009765625,0.0
2014-11-25,0.0,27797.009765625,0.0
2014-11-26,0.0,27797.009765625,0.0
2014-11-27,0.0,27797.009765625,0.0
2014-11-28,0.0,27797.009765625,0.0
2014-11-29,0.0,27797.009765625,0.0
2014-11-30,0.0,27797.009765625,0.0
2014-12-01,0.0,27797.009765625,0.0
2014-12-02,0.0,27797.009765625,0.0
2014-12-03,0.0,27797.009765625,0.0
2014-12-04,0.0,27797.009765625,0.0
2014-12-05,0.0,27797.009765625,0.0
2014-12-06,0.0,27797.009765625,0.0
2014-12-07,0.0,27797.009765625,0.0
2014-12-08,0.0,27797.009765625,0.0
2014-12-09,30000.0,27797.009765625,1.0792527776530594
2014-12-10,0.0,27458.380859375,0.0
2014-12-11,0.0,27458.380859375,0.0
2014-12-12,0.0,27458.380859375,0.0
