Date,Investment,Adj Close,Units Purchased,Cumulative Units Purchased,Total Invested,Acquired Value
2023-02-01,1500.0,59708.078125,0.0251222288022689,0.02512222880227455,1500.0,1500.000000000334
2023-02-02,1500.0,59932.23828125,0.0250282659719932,0.05015049477427169,3000.0,3005.631402734234
2023-02-03,1500.0,60841.87890625,0.0246540709617354,0.07480456573600236,4500.0,4551.250330144473
2023-02-04,0.0,60506.8984375,0.0,0.07480456573600236,4500.0,4526.192261649588
2023-02-05,0.0,60506.8984375,0.0,0.07480456573600236,4500.0,4526.192261649588
2023-02-06,1500.0,60506.8984375,0.0247905617166844,0.0995951274526874,6000.0,6026.192261649624
2023-02-07,1500.0,60286.0390625,0.0248813825443883,0.1244765099970806,7500.0,7504.195744047673
2023-02-08,1500.0,60663.7890625,0.0247264475757456,0.1492029575728253,9000.0,9051.216745699012
2023-02-09,1500.0,60806.21875,0.0246685294832611,0.1738714870560898,10500.0,10572.46767632039
2023-02-10,1500.0,60682.69921875,0.0247187422331491,0.19859022928923764,12000.0,12050.991151741404
2023-02-11,0.0,60431.83984375,0.0,0.19859022928923764,12000.0,12001.1729309408
2023-02-12,0.0,60431.83984375,0.0,0.19859022928923764,12000.0,12001.1729309408
2023-02-13,1500.0,60431.83984375,0.0248213525167914,0.22341158180603315,13500.0,13501.172930941048
2023-02-14,1500.0,61032.26171875,0.0245771655474989,0.24798874735353138,15000.0,15135.314131785699
2023-02-15,1500.0,61275.08984375,0.0244797682683936,0.27246851562192376,16500.0,16695.532774326577
2023-02-16,1500.0,61319.51171875,0.0244620343175586,0.2969305499394892,18000.0,18207.63633666939
2023-02-17,1500.0,61002.5703125,0.0245891278402843,0.32151967777977575,19500.0,19613.526750613113
2023-02-18,0.0,60691.5390625,0.0,0.32151967777977575,19500.0,19513.524083333672
2023-02-19,0.0,60691.5390625,0.0,0.32151967777977575,19500.0,19513.524083333672
2023-02-20,1500.0,60691.5390625,0.0247151418990265,0.34623481967879854,21000.0,21013.524083333446
2023-02-21,1500.0,60672.71875,0.0247228083874187,0.3709576280662219,22500.0,22507.007835828987
2023-02-22,1500.0,59744.98046875,0.0251067116974719,0.39606433976369715,24000.0,23662.85624355045
2023-02-23,1500.0,59605.80078125,0.0251653359293823,0.421229675693084,25500.0,25107.732132512512
2023-02-24,1500.0,59463.9296875,0.0252253762555372,0.4464550519486181,27000.0,26547.97181770179
2023-02-25,0.0,59288.3515625,0.0,0.4464550519486181,27000.0,26469.58407678387
2023-02-26,0.0,59288.3515625,0.0,0.4464550519486181,27000.0,26469.58407678387
2023-02-27,1500.0,59288.3515625,0.0253000793658218,0.47175513131443836,28500.0,27969.584076783773
2023-02-28,1500.0,58962.12109375,0.0254400617239497,0.49719519303839377,30000.0,29315.68317916018
