Date,Investment,Adj Close,Units Purchased,Cumulative Units Purchased,Total Invested,Acquired Value
2023-02-01,30000.0,59708.078125,0.5024445760453791,0.5024445760453773,30000.0,29999.99999999989
2023-02-02,0.0,59932.23828125,0.0,0.5024445760453773,30000.0,30112.628054673187
2023-02-03,0.0,60841.87890625,0.0,0.5024445760453773,30000.0,30569.672052854963
2023-02-04,0.0,60506.8984375,0.0,0.5024445760453773,30000.0,30401.362933250388
2023-02-05,0.0,60506.8984375,0.0,0.5024445760453773,30000.0,30401.362933250388
2023-02-06,0.0,60506.8984375,0.0,0.5024445760453773,30000.0,30401.362933250388
2023-02-07,0.0,60286.0390625,0.0,0.5024445760453773,30000.0,30290.393338212867
2023-02-08,0.0,60663.7890625,0.0,0.5024445760453773,30000.0,30480.19177681401
2023-02-09,0.0,60806.21875,0.0,0.5024445760453773,30000.0,30551.754800766223
2023-02-10,0.0,60682.69921875,0.0,0.5024445760453773,30000.0,30489.69308225399
2023-02-11,0.0,60431.83984375,0.0,0.5024445760453773,30000.0,30363.650149935107
2023-02-12,0.0,60431.83984375,0.0,0.5024445760453773,30000.0,30363.650149935107
2023-02-13,0.0,60431.83984375,0.0,0.5024445760453773,30000.0,30363.650149935107
2023-02-14,0.0,61032.26171875,0.0,0.5024445760453773,30000.0,30665.328864367853
2023-02-15,0.0,61275.08984375,0.0,0.5024445760453773,30000.0,30787.336538685373
2023-02-16,0.0,61319.51171875,0.0,0.5024445760453773,30000.0,30809.656068836888
2023-02-17,0.0,61002.5703125,0.0,0.5024445760453773,30000.0,30650.41057834238
2023-02-18,0.0,60691.5390625,0.0,0.5024445760453773,30000.0,30494.134613799266
2023-02-19,0.0,60691.5390625,0.0,0.5024445760453773,30000.0,30494.134613799266
2023-02-20,0.0,60691.5390625,0.0,0.5024445760453773,30000.0,30494.134613799266
2023-02-21,0.0,60672.71875,0.0,0.5024445760453773,30000.0,30484.678449864165
2023-02-22,0.0,59744.98046875,0.0,0.5024445760453773,30000.0,30018.54138246044
2023-02-23,0.0,59605.80078125,0.0,0.5024445760453773,30000.0,29948.611303380374
2023-02-24,0.0,59463.9296875,0.0,0.5024445760453773,30000.0,29877.328941828062
2023-02-25,0.0,59288.3515625,0.0,0.5024445760453773,30000.0,29789.110665249595
2023-02-26,0.0,59288.3515625,0.0,0.5024445760453773,30000.0,29789.110665249595
